Timestamp (EST),baseline.out.electricity.ceiling_fan.energy_consumption.kwh,baseline.out.electricity.clothes_dryer.energy_consumption.kwh,baseline.out.electricity.clothes_washer.energy_consumption.kwh,baseline.out.electricity.cooling_fans-pumps.energy_consumption.kwh,baseline.out.electricity.cooling.energy_consumption.kwh,baseline.out.electricity.dishwasher.energy_consumption.kwh,baseline.out.electricity.freezer.energy_consumption.kwh,baseline.out.electricity.heating_fans-pumps.energy_consumption.kwh,baseline.out.electricity.heating_hp-bkup.energy_consumption.kwh,baseline.out.electricity.heating.energy_consumption.kwh,baseline.out.electricity.hot_tub-heater.energy_consumption.kwh,baseline.out.electricity.hot_tub-pump.energy_consumption.kwh,baseline.out.electricity.hot_water.energy_consumption.kwh,baseline.out.electricity.lighting_exterior.energy_consumption.kwh,baseline.out.electricity.lighting_garage.energy_consumption.kwh,baseline.out.electricity.lighting_interior.energy_consumption.kwh,baseline.out.electricity.mech_vent.energy_consumption.kwh,baseline.out.electricity.plug_loads.energy_consumption.kwh,baseline.out.electricity.pool_heater.energy_consumption.kwh,baseline.out.electricity.pool_pump.energy_consumption.kwh,baseline.out.electricity.range_oven.energy_consumption.kwh,baseline.out.electricity.refrigerator.energy_consumption.kwh,baseline.out.electricity.well_pump.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.ceiling_fan.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.clothes_dryer.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.clothes_washer.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.cooling_fans-pumps.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.cooling.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.dishwasher.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.freezer.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.heating_fans-pumps.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.heating_hp-bkup.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.heating.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.hot_tub-heater.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.hot_tub-pump.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.hot_water.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.lighting_exterior.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.lighting_garage.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.lighting_interior.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.mech_vent.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.plug_loads.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.pool_heater.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.pool_pump.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.range_oven.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.refrigerator.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.well_pump.energy_consumption.kwh,savings.out.electricity.ceiling_fan.energy_consumption.kwh,savings.out.electricity.clothes_dryer.energy_consumption.kwh,savings.out.electricity.clothes_washer.energy_consumption.kwh,savings.out.electricity.cooling_fans-pumps.energy_consumption.kwh,savings.out.electricity.cooling.energy_consumption.kwh,savings.out.electricity.dishwasher.energy_consumption.kwh,savings.out.electricity.freezer.energy_consumption.kwh,savings.out.electricity.heating_fans-pumps.energy_consumption.kwh,savings.out.electricity.heating_hp-bkup.energy_consumption.kwh,savings.out.electricity.heating.energy_consumption.kwh,savings.out.electricity.hot_tub-heater.energy_consumption.kwh,savings.out.electricity.hot_tub-pump.energy_consumption.kwh,savings.out.electricity.hot_water.energy_consumption.kwh,savings.out.electricity.lighting_exterior.energy_consumption.kwh,savings.out.electricity.lighting_garage.energy_consumption.kwh,savings.out.electricity.lighting_interior.energy_consumption.kwh,savings.out.electricity.mech_vent.energy_consumption.kwh,savings.out.electricity.plug_loads.energy_consumption.kwh,savings.out.electricity.pool_heater.energy_consumption.kwh,savings.out.electricity.pool_pump.energy_consumption.kwh,savings.out.electricity.range_oven.energy_consumption.kwh,savings.out.electricity.refrigerator.energy_consumption.kwh,savings.out.electricity.well_pump.energy_consumption.kwh
2018-06-21,1843735.1678714547,8814381.697082452,841323.4289449706,24577238.712933447,101892303.76725158,1491642.0506310442,1996902.8881643037,233696.3788989196,0,2270906.0903589516,1663202.7690438933,3701298.922141519,9463154.796514284,2169803.801732218,280844.85609022464,24586066.809655406,797754.8587769002,77318749.31981039,249604.14430408733,7906564.491553342,5193159.8592080735,24951128.221797846,1491802.0992304487,1843735.1678714533,8570723.806188919,843818.5890311254,5026919.727668603,87403852.97363739,1495790.7234031134,1996902.888164304,164372.81716902612,5109.690761583635,3058627.2820993983,1663202.7690438933,3701298.9221415175,21194356.84251078,2169803.801732229,280844.85609022353,24586066.809655413,797754.8587769002,77318749.31981012,249604.14430408736,7906564.491553343,13461432.732648093,24951128.221797943,1491802.0992304476,1.3969838619232178e-9,243657.89089353383,-2495.1600861548213,19550318.985264845,14488450.793614194,-4148.672772069229,-2.3283064365386963e-10,69323.56172989347,-5109.690761583635,-787721.1917404467,0,1.3969838619232178e-9,-11731202.045996495,-1.1175870895385742e-8,1.1059455573558807e-9,-7.450580596923828e-9,0,2.682209014892578e-7,-2.9103830456733704e-11,-9.313225746154785e-10,-8268272.87344002,-9.685754776000977e-8,1.1641532182693481e-9
2018-06-22,1842235.1662476093,8823582.433435079,831723.6606833725,28566378.140384745,121839718.33978121,1500628.9852994303,1996902.8881643037,138234.77434511506,1222.0352212345454,1270626.799261693,1663202.769043893,3701298.9221415194,9414683.073338434,2169803.8017322174,280844.8560902246,24540054.653306924,797754.8587769003,77305746.64229573,249604.14430408736,7906564.49155334,5246648.294836615,24951128.22179785,1491802.0992304492,1842235.1662476074,8581638.103718614,834792.4291386784,6609316.355965691,112112903.93580128,1504930.684871544,1996902.8881643044,116733.05615290868,32101.003274343635,2072613.3817479776,1663202.769043893,3701298.922141517,21038768.78061452,2169803.801732228,280844.8560902234,24540054.65330688,797754.8587769002,77305746.64229551,249604.1443040874,7906564.491553346,13512196.225859405,24951128.221797943,1491802.0992304473,1.862645149230957e-9,241944.3297164645,-3068.7684553058352,21957061.784419052,9726814.403979927,-4301.699572113575,-6.984919309616089e-10,21501.718192206376,-30878.96805310909,-801986.5824862847,0,2.3283064365386963e-9,-11624085.707276087,-1.0710209608078003e-8,1.1641532182693481e-9,4.470348358154297e-8,1.1641532182693481e-10,2.2351741790771484e-7,-2.9103830456733704e-11,-5.587935447692871e-9,-8265547.93102279,-9.313225746154785e-8,1.862645149230957e-9
2018-06-23,1848466.4078601492,9908877.312935064,927984.2975791758,28545627.27046298,122347402.42448987,1309686.4057108052,1996902.888164304,81324.78537572196,0,819431.6376912603,1663202.769043894,3701298.922141519,9477582.899300678,2169803.801732218,280844.85609022464,26391804.841960967,797754.8587769002,78057546.00338143,249604.14430408733,7906564.491553338,4943593.487341974,24951128.221797846,1491802.0992304482,1848466.4078601461,9519541.298234168,931106.8191193076,7024719.226972652,119227722.53391925,1313616.6763093944,1996902.8881643044,77323.32825939136,224.4554487981818,1421222.6039375463,1663202.7690438933,3701298.9221415175,21064350.8906332,2169803.801732228,280844.8560902234,26391804.8419609,797754.8587769003,78057546.00338109,249604.1443040874,7906564.491553345,12846001.800061839,24951128.22179794,1491802.099230447,3.026798367500305e-9,389336.0147008952,-3122.521540131769,21520908.043490328,3119679.8905706257,-3930.27059858921,-4.656612873077393e-10,4001.4571163305955,-224.4554487981818,-601790.9662462859,6.984919309616089e-10,1.3969838619232178e-9,-11586767.991332522,-1.0244548320770264e-8,1.2223608791828156e-9,6.705522537231445e-8,-1.1641532182693481e-10,3.427267074584961e-7,-5.820766091346741e-11,-6.51925802230835e-9,-7902408.312719865,-9.313225746154785e-8,1.1641532182693481e-9
2018-06-24,1857419.6863177582,9890518.455288049,941751.1405698104,27134474.411082793,113765744.95029065,1352959.5760433984,1996902.888164304,79260.61849222198,0,925070.2508410031,1663202.7690438938,3701298.9221415194,9437440.240831634,2169803.8017322174,280844.85609022464,26710095.501300484,797754.8587769001,78051290.30653644,249604.14430408736,7906564.491553339,4893386.895459934,24951128.22179784,1491802.0992304482,1857419.6863177554,9516021.439702146,944584.5576807454,5819780.150153956,101282267.51362477,1356388.877576655,1996902.8881643044,81674.66468911343,131.96140193636364,1499893.391282764,1663202.7690438929,3701298.9221415175,21026954.482110523,2169803.8017322277,280844.8560902234,26710095.501300313,797754.8587769002,78051290.30653624,249604.1443040874,7906564.491553346,12731035.089646783,24951128.221797947,1491802.0992304473,2.7939677238464355e-9,374497.0155859031,-2833.41711093497,21314694.260928836,12483477.436665878,-3429.3015332566574,-4.656612873077393e-10,-2414.046196891446,-131.96140193636364,-574823.1404417609,9.313225746154785e-10,1.862645149230957e-9,-11589514.241278889,-1.0244548320770264e-8,1.2223608791828156e-9,1.7136335372924805e-7,-1.1641532182693481e-10,1.9371509552001953e-7,-2.9103830456733704e-11,-6.51925802230835e-9,-7837648.194186849,-1.0803341865539551e-7,9.313225746154785e-10
2018-06-25,1850894.7397867825,9014988.936044091,834751.9932595531,24183131.022364754,99142425.00341102,1495192.4176706653,1996902.8881643042,91316.56374692569,0,1137659.1008364346,1663202.7690438933,3701298.9221415184,9436149.440402787,2169803.801732218,280844.85609022464,24825111.620494507,797754.8587769002,77284425.55383897,249604.14430408733,7906564.49155334,5153879.42927535,24951128.22179784,1491802.0992304487,1850894.73978678,8542949.441981003,837607.2021616326,4949204.6314306175,86840898.36904626,1500499.6873386344,1996902.8881643044,91952.3997863483,0,1682631.3615051256,1663202.7690438933,3701298.9221415175,20954323.410746776,2169803.8017322286,280844.85609022336,24825111.620494444,797754.8587769002,77284425.55383883,249604.1443040874,7906564.491553346,13288824.797605207,24951128.221797947,1491802.099230447,2.561137080192566e-9,472039.49406308867,-2855.2089020794956,19233926.390934136,12301526.634364769,-5307.269667969085,-2.3283064365386963e-10,-635.8360394226038,0,-544972.260668691,0,9.313225746154785e-10,-11518173.970343988,-1.0710209608078003e-8,1.280568540096283e-9,6.332993507385254e-8,0,1.341104507446289e-7,-5.820766091346741e-11,-5.587935447692871e-9,-8134945.3683298575,-1.0803341865539551e-7,1.6298145055770874e-9
2018-06-26,1842130.8077811797,8695816.67768725,830287.5816468868,26751618.30654463,111533716.86812182,1497669.175799852,1996902.8881643114,102222.62882218753,0,1157355.4901977477,1663202.7690438943,3701298.9221415156,9336270.881914811,2169803.8017321397,280844.85609022324,24562696.566438057,797754.8587769013,77302136.71102688,249604.1443040873,7906564.491553328,5156115.509177892,24951128.221797526,1491802.0992304469,1842130.807781168,8449921.980498144,833573.2994895963,5683758.937527259,98165812.3238878,1501166.0318856598,1996902.8881643114,95393.3236082157,69.24946964,1758463.4048571286,1663202.7690438938,3701298.9221415184,20838674.133006822,2169803.80173217,280844.8560902233,24562696.566438057,797754.858776902,77302136.71102698,249604.1443040873,7906564.491553336,13345170.621314945,24951128.221797463,1491802.099230448,1.1641532182693481e-8,245894.69718910567,-3285.717842709506,21067859.369017374,13367904.544234022,-3496.8560858077835,0,6829.305213971835,-69.24946964,-601107.9146593809,4.656612873077393e-10,-2.7939677238464355e-9,-11502403.251092011,-3.026798367500305e-8,-5.820766091346741e-11,0,-6.984919309616089e-10,-1.043081283569336e-7,0,-8.381903171539307e-9,-8189055.112137053,6.332993507385254e-8,-1.1641532182693481e-9
2018-06-27,1843191.0994859128,8831750.965280445,839260.9569785596,25852879.803337697,106447481.33774102,1458484.6297481726,1996902.8881643107,125791.66160106048,0,1341742.3726167814,1663202.7690438943,3701298.922141516,9345873.555748565,2169803.80173214,280844.8560902231,24600061.013667077,797754.8587769013,77319046.89882493,249604.14430408733,7906564.49155333,5187739.51435716,24951128.221797537,1491802.0992304473,1843191.0994859,8561061.083864016,842450.0645471908,5254239.102085265,91261074.82486542,1461807.393635829,1996902.888164311,111501.81562293613,4115.0165613,2048908.029208938,1663202.7690438936,3701298.9221415175,20894232.546663158,2169803.80173217,280844.85609022336,24600061.013667036,797754.858776902,77319046.89882487,249604.14430408727,7906564.491553336,13434864.180883555,24951128.22179747,1491802.099230448,1.280568540096283e-8,270689.88141642883,-3189.1075686311815,20598640.70125243,15186406.512875602,-3322.763887656387,-2.3283064365386963e-10,14289.845978124344,-4115.0165613,-707165.6565921565,6.984919309616089e-10,-1.3969838619232178e-9,-11548358.990914593,-2.9802322387695312e-8,-2.3283064365386963e-10,4.0978193283081055e-8,-6.984919309616089e-10,5.960464477539063e-8,5.820766091346741e-11,-6.51925802230835e-9,-8247124.666526395,6.705522537231445e-8,-6.984919309616089e-10
2018-06-28,1841830.5653253987,8839880.756163778,832124.8717714614,23967051.853820898,96708649.48734137,1496649.319974245,1996902.8881643107,138238.89057233158,0,1518651.2808387463,1663202.7690438945,3701298.922141516,9344400.67279815,2169803.80173214,280844.85609022324,24557294.13928207,797754.8587769012,77303901.6039788,249604.14430408736,7906564.491553331,5184156.45963082,24951128.221797533,1491802.0992304476,1841830.565325386,8507713.568484882,834247.8764910547,4695404.356676075,82858478.31932959,1501748.5991022815,1996902.8881643112,113752.42338623636,66.82815951272727,2111848.291050303,1663202.769043894,3701298.9221415175,20942478.60373517,2169803.8017321695,280844.8560902233,24557294.139282074,797754.8587769016,77303901.60397881,249604.1443040873,7906564.491553336,13496249.47736119,24951128.221797474,1491802.0992304478,1.280568540096283e-8,332167.1876788959,-2123.004719593213,19271647.497144822,13850171.168011785,-5099.279128036462,-4.656612873077393e-10,24486.467186095222,-66.82815951272727,-593197.0102115565,4.656612873077393e-10,-1.3969838619232178e-9,-11598077.930937022,-2.9336661100387573e-8,-5.820766091346741e-11,-3.725290298461914e-9,-4.656612873077393e-10,-1.4901161193847656e-8,5.820766091346741e-11,-5.587935447692871e-9,-8312093.017730369,5.960464477539063e-8,-2.3283064365386963e-10
2018-06-29,1842635.8930737302,8888524.39235866,835559.5001869977,23607870.351183012,97815246.56907909,1495015.904162387,1996902.888164311,126288.75657018955,285.47246400545447,1252957.2886079203,1663202.7690438945,3701298.922141517,9360765.339424329,2169803.80173214,280844.8560902233,24556775.01039084,797754.8587769015,77309861.17459512,249604.1443040873,7906564.491553334,5195801.024294901,24951128.221797537,1491802.0992304469,1842635.8930737155,8571670.7805797,838064.5876446743,5065791.68258284,88640001.76947269,1499069.9037084791,1996902.8881643114,113576.8784020088,20047.72146078,2028972.8986690764,1663202.7690438943,3701298.922141518,20866628.158426203,2169803.80173217,280844.8560902233,24556775.010390818,797754.8587769021,77309861.17459504,249604.14430408727,7906564.491553337,13489300.317295922,24951128.221797466,1491802.0992304478,1.4668330550193787e-8,316853.6117789615,-2505.087457676651,18542078.66860017,9175244.799606398,-4053.9995460922364,-4.656612873077393e-10,12711.878168180745,-19762.248996774546,-776015.6100611561,2.3283064365386963e-10,-9.313225746154785e-10,-11505862.819001874,-2.9802322387695312e-8,0,2.2351741790771484e-8,-5.820766091346741e-10,7.450580596923828e-8,2.9103830456733704e-11,-3.725290298461914e-9,-8293499.293001021,7.078051567077637e-8,-9.313225746154785e-10
2018-06-30,1848908.0548274193,9792645.225847483,930499.3124083746,28907216.28176048,123386785.38988115,1369264.9205714653,1996902.888164311,75046.57034671647,0,782721.4284586399,1663202.7690438943,3701298.922141516,9325249.562477496,2169803.80173214,280844.8560902232,26402624.46626468,797754.8587769014,78049128.31872372,249604.1443040873,7906564.491553329,4969948.963815305,24951128.221797526,1491802.0992304473,1848908.054827406,9468105.891462535,933054.7631166978,6810129.16415708,116569035.15209416,1374794.7086401307,1996902.8881643105,71517.75296722932,1245.0376674436363,1301789.3027307044,1663202.769043893,3701298.922141516,20819710.432090044,2169803.8017321704,280844.8560902232,26402624.466264654,797754.8587769018,78049128.31872368,249604.14430408733,7906564.491553336,12865551.942291465,24951128.221797463,1491802.0992304473,1.3271346688270569e-8,324539.334384948,-2555.4507083231583,22097087.1176034,6817750.237786993,-5529.788068665424,4.656612873077393e-10,3528.8173794871545,-1245.0376674436363,-519067.87427206454,1.1641532182693481e-9,0,-11494460.869612549,-3.026798367500305e-8,0,2.60770320892334e-8,-4.656612873077393e-10,4.470348358154297e-8,-2.9103830456733704e-11,-7.450580596923828e-9,-7895602.978476159,6.332993507385254e-8,0
2018-07-01,1851845.8304048346,9584111.101791186,974519.941177256,30184755.92143547,127331160.11996143,1328934.8526985724,1996902.888164311,74245.8430876274,0,792424.8287936852,1663202.7690438943,3697356.060730266,9353108.430408854,2154447.852904973,274474.8734073928,26343982.51416137,797754.8587769014,77804827.08572933,248174.60280494558,7860687.444309893,4840201.607859323,24951128.22179753,1484509.1131271026,1851845.8304048206,9232592.319313101,978002.2694022997,6597773.2441959,113832876.49995883,1333209.191466247,1996902.888164311,73095.4786461603,1481.1154048527274,1337543.0944630513,1663202.7690438933,3697356.0607302627,20805201.94180742,2154447.8529049996,274474.8734073932,26343982.514161374,797754.8587769016,77804827.08572921,248174.60280494564,7860687.444309898,12589749.948803324,24951128.221797463,1484509.1131271035,1.3969838619232178e-8,351518.7824780848,-3482.3282250436023,23586982.67723957,13498283.620002598,-4274.338767674519,0,1150.3644414670998,-1481.1154048527274,-545118.2656693661,9.313225746154785e-10,3.259629011154175e-9,-11452093.511398565,-2.6542693376541138e-8,-4.0745362639427185e-10,-3.725290298461914e-9,-2.3283064365386963e-10,1.1920928955078125e-7,-5.820766091346741e-11,-4.6566128730773926e-9,-7749548.340944001,6.705522537231445e-8,-9.313225746154785e-10
2018-07-02,1845041.2225541591,8369893.8066955805,870480.1191045505,26743115.87603269,110588322.38220352,1452869.611563027,1996902.888164311,77330.35005876012,0,906592.264735735,1663202.7690438945,3697356.060730267,9248496.69488408,2153961.6538314153,274474.87340739276,24540399.932131168,797754.8587769014,77052277.60276642,248174.60280494564,7860416.257575636,5171365.646752491,24951128.221797526,1483666.4972028118,1845041.222554145,8135336.652046416,873328.3062072617,5568437.747309566,96816595.36690813,1456690.1968128504,1996902.8881643112,78010.98033553685,0,1434180.7293456704,1663202.769043894,3697356.0607302636,20691537.16984782,2153961.653831443,274474.8734073932,24540399.932131186,797754.8587769016,77052277.60276626,248174.6028049456,7860416.257575638,13381856.37531528,24951128.221797474,1483666.497202813,1.4202669262886047e-8,234557.15464916453,-2848.187102711294,21174678.128723126,13771727.015295386,-3820.585249823518,-2.3283064365386963e-10,-680.6302767767338,0,-527588.4646099354,4.656612873077393e-10,3.259629011154175e-9,-11443040.47496374,-2.7474015951156616e-8,-4.656612873077393e-10,-1.862645149230957e-8,-2.3283064365386963e-10,1.6391277313232422e-7,2.9103830456733704e-11,-1.862645149230957e-9,-8210490.72856279,5.21540641784668e-8,-1.1641532182693481e-9
2018-07-03,1837353.5629000727,8428253.918300198,861464.855107676,25187634.288979057,102388342.80303438,1469885.8527444617,1996902.8881643107,101503.49971438765,0,1131167.5683852166,1663202.7690438943,3697356.060730266,9251138.102101931,2153961.6538314163,274474.8734073928,24221170.530855346,797754.8587769015,77075075.44826984,248174.60280494558,7860416.257575637,5180118.198600555,24951128.22179753,1483666.497202812,1837353.5629000603,8174099.163742917,864574.3015731195,5106269.450373473,89520815.55593836,1474163.097084288,1996902.8881643114,90803.00386893185,1183.2942591981816,1662452.6471664603,1663202.7690438938,3697356.0607302636,20610605.847367764,2153961.6538314433,274474.8734073932,24221170.530855358,797754.858776902,77075075.4482698,248174.60280494564,7860416.2575756395,13414258.347438442,24951128.22179746,1483666.497202813,1.234002411365509e-8,254154.75455728173,-3109.4464654434705,20081364.838605583,12867527.247096017,-4277.244339826284,-6.984919309616089e-10,10700.495845455807,-1183.2942591981816,-531285.0787812436,4.656612873077393e-10,2.3283064365386963e-9,-11359467.745265832,-2.7008354663848877e-8,-4.0745362639427185e-10,-1.1175870895385742e-8,-4.656612873077393e-10,4.470348358154297e-8,-5.820766091346741e-11,-2.7939677238464355e-9,-8234140.148837887,7.078051567077637e-8,-9.313225746154785e-10
2018-07-04,1836531.7702428787,8293744.087454878,859095.8452791525,24825811.621254366,100890926.89627393,1432480.2432432894,1996902.88816431,116612.47490856954,0,1233323.853309916,1663202.7690438943,3697356.0607302645,9213719.175395055,2153961.653831416,274474.8734073929,24208164.221375685,797754.8587769012,77075049.05598946,248174.6028049456,7860416.257575634,5172084.04946725,24951128.221797533,1483666.4972028122,1836531.7702428678,8069853.772440396,861834.5891641106,5152477.006449309,89662775.75804551,1438020.9272075265,1996902.888164311,103159.67584144296,9307.031867210908,1860193.0549374032,1663202.7690438936,3697356.060730263,20668789.445464097,2153961.653831443,274474.87340739317,24208164.22137572,797754.858776902,77075049.0559894,248174.60280494564,7860416.257575638,13350493.629498737,24951128.22179747,1483666.4972028125,1.0943040251731873e-8,223890.31501448154,-2738.743884958094,19673334.614805058,11228151.138228416,-5540.683964237105,-9.313225746154785e-10,13452.799067126572,-9307.031867210908,-626869.2016274871,6.984919309616089e-10,1.3969838619232178e-9,-11455070.270069042,-2.7008354663848877e-8,-2.9103830456733704e-10,-3.3527612686157227e-8,-8.149072527885437e-10,5.960464477539063e-8,-2.9103830456733704e-11,-3.725290298461914e-9,-8178409.580031487,6.332993507385254e-8,-2.3283064365386963e-10
2018-07-05,1835996.6607047487,8320398.595728931,860456.863701692,30837330.235636145,132323313.22403678,1449627.2351715956,1996902.8881643114,114355.08747691308,0,1254641.5519324508,1663202.7690438945,3697356.0607302664,9184206.794777783,2153961.6538314153,274474.8734073928,24237482.655051734,797754.8587769012,77070424.1115153,248174.60280494564,7860416.257575637,5250119.242904062,24951128.22179753,1483666.497202812,1835996.660704736,8091575.829854191,863195.6075866509,7516771.091368703,125996261.58041497,1453801.573831014,1996902.8881643116,97566.44944744301,648.4268520836363,1807546.508840112,1663202.7690438936,3697356.060730264,20597325.687712707,2153961.653831443,274474.8734073931,24237482.65505174,797754.8587769016,77070424.11151521,248174.6028049457,7860416.257575639,13424175.549457716,24951128.22179747,1483666.4972028127,1.280568540096283e-8,228822.76587473974,-2738.743884958909,23320559.14426744,6327051.643621817,-4174.338659418514,-2.3283064365386963e-10,16788.638029470065,-648.4268520836363,-552904.9569076612,9.313225746154785e-10,2.3283064365386963e-9,-11413118.892934924,-2.7474015951156616e-8,-2.9103830456733704e-10,-7.450580596923828e-9,-4.656612873077393e-10,8.940696716308594e-8,-5.820766091346741e-11,-1.862645149230957e-9,-8174056.306553653,5.960464477539063e-8,-6.984919309616089e-10
2018-07-06,1836687.460484065,8429992.9032336,851829.0093251817,41024145.86398426,197109888.44429487,1429606.1481222159,1996902.8881643107,36416.26218316906,0,327566.6984370783,1663202.7690438945,3697356.060730266,9035181.209719462,2153961.653831416,274474.87340739276,24235563.282513876,797754.8587769016,77075951.47827382,248174.6028049456,7860416.257575636,5203525.972124953,24951128.221797537,1483666.497202812,1836687.4604840511,8116330.820333401,854754.1940899398,13429745.531273682,212225402.1443317,1434024.7969734755,1996902.8881643112,37197.618961239874,0,657303.6171412311,1663202.7690438936,3697356.0607302627,20328453.725939874,2153961.653831443,274474.8734073933,24235563.282513883,797754.8587769015,77075951.47827378,248174.60280494567,7860416.257575639,13512974.677065324,24951128.22179747,1483666.497202813,1.3969838619232178e-8,313662.08290020004,-2925.1847647581017,27594400.332710575,-15115513.700036824,-4418.648851259612,-4.656612873077393e-10,-781.3567780708108,0,-329736.9187041528,9.313225746154785e-10,3.259629011154175e-9,-11293272.516220411,-2.7008354663848877e-8,-5.238689482212067e-10,-7.450580596923828e-9,1.1641532182693481e-10,4.470348358154297e-8,-5.820766091346741e-11,-2.7939677238464355e-9,-8309448.704940371,6.705522537231445e-8,-9.313225746154785e-10
2018-07-07,1841596.4246360962,9488373.952144904,963419.6870297869,49705597.8772104,229090785.5353489,1319853.0026731982,1996902.8881643114,27781.14387627635,0,231916.47382436,1663202.7690438943,3697356.0607302655,9109295.817798188,2153961.6538314163,274474.8734073929,26032014.379826207,797754.8587769013,77805968.2491922,248174.6028049456,7860416.257575636,4945202.44792154,24951128.221797526,1483666.4972028118,1841596.424636085,9130026.590845875,966563.0318370127,14861913.183379693,239172809.76695126,1323790.7793331826,1996902.8881643112,26621.8205873381,0,482707.7864838493,1663202.7690438936,3697356.0607302636,20387301.0051421,2153961.6538314424,274474.8734073932,26032014.379826214,797754.8587769016,77805968.24919222,248174.6028049456,7860416.257575639,12766881.133294981,24951128.221797463,1483666.4972028132,1.1175870895385742e-8,358347.3612990286,-3143.3448072258616,34843684.693830706,-10082024.23160237,-3937.7766599843744,2.3283064365386963e-10,1159.3232889382489,0,-250791.31265948928,6.984919309616089e-10,1.862645149230957e-9,-11278005.187343912,-2.60770320892334e-8,-3.4924596548080444e-10,-7.450580596923828e-9,-3.4924596548080444e-10,-2.9802322387695312e-8,0,-2.7939677238464355e-9,-7821678.685373441,6.332993507385254e-8,-1.3969838619232178e-9
2018-07-08,1849187.4740161046,9392445.034736535,959450.1912071364,46759540.208500125,210756819.1985814,1308443.3050914633,1996902.8881643112,39662.99693282905,0,355944.21099770174,1663202.769043894,3697356.0607302664,9137569.214023342,2153961.6538314167,274474.87340739294,26340504.544294544,797754.8587769014,77785191.95551418,248174.6028049456,7860416.257575637,4957940.718370111,24951128.22179753,1483666.4972028118,1849187.4740160913,9058850.484737605,962356.9740149275,12919009.143018734,211026544.43003303,1311759.0471797502,1996902.8881643112,36543.380964850796,0,671645.2791560804,1663202.7690438936,3697356.0607302636,20510732.13150001,2153961.6538314424,274474.8734073932,26340504.54429458,797754.8587769016,77785191.95551404,248174.6028049456,7860416.257575639,12841975.161320182,24951128.221797463,1483666.4972028132,1.3271346688270569e-8,333594.5499989297,-2906.78280779114,33840531.065481395,-269725.2314516306,-3315.7420882869046,0,3119.6159679782577,0,-315701.0681583787,4.656612873077393e-10,2.7939677238464355e-9,-11373162.917476667,-2.561137080192566e-8,-2.9103830456733704e-10,-3.725290298461914e-8,-2.3283064365386963e-10,1.341104507446289e-7,0,-1.862645149230957e-9,-7884034.442950071,6.705522537231445e-8,-1.3969838619232178e-9
2018-07-09,1844628.8734394836,8355510.740277553,854098.9875694994,41150593.700629935,181540981.27521268,1456965.0155122965,1996902.888164311,41501.01345044177,0,392019.0684529255,1663202.7690438938,3697356.0607302664,9069553.886155209,2153961.6538314163,274474.8734073929,24521712.986961935,797754.8587769014,77067980.5253348,248174.6028049456,7860416.257575635,5140967.793021669,24951128.22179753,1483666.4972028113,1844628.873439468,8122256.734738888,856978.651703865,10681523.669953387,178623354.38787678,1460384.3896740307,1996902.888164311,38748.95235978347,0,705310.6909036546,1663202.7690438938,3697356.0607302627,20467916.588781495,2153961.6538314433,274474.8734073932,24521712.986961935,797754.8587769017,77067980.52533479,248174.60280494564,7860416.257575639,13269080.708434382,24951128.22179746,1483666.4972028125,1.5599653124809265e-8,233254.00553866476,-2879.664134365623,30469070.030676547,2917626.8873358965,-3419.3741617342457,0,2752.0610906583024,0,-313291.6224507291,0,3.725290298461914e-9,-11398362.702626286,-2.7008354663848877e-8,-3.4924596548080444e-10,0,-3.4924596548080444e-10,1.4901161193847656e-8,-2.9103830456733704e-11,-3.725290298461914e-9,-8128112.915412714,7.078051567077637e-8,-1.1641532182693481e-9
