Timestamp (EST),baseline.out.electricity.ceiling_fan.energy_consumption.kwh,baseline.out.electricity.clothes_dryer.energy_consumption.kwh,baseline.out.electricity.clothes_washer.energy_consumption.kwh,baseline.out.electricity.cooling_fans-pumps.energy_consumption.kwh,baseline.out.electricity.cooling.energy_consumption.kwh,baseline.out.electricity.dishwasher.energy_consumption.kwh,baseline.out.electricity.freezer.energy_consumption.kwh,baseline.out.electricity.heating_fans-pumps.energy_consumption.kwh,baseline.out.electricity.heating_hp-bkup.energy_consumption.kwh,baseline.out.electricity.heating.energy_consumption.kwh,baseline.out.electricity.hot_tub-heater.energy_consumption.kwh,baseline.out.electricity.hot_tub-pump.energy_consumption.kwh,baseline.out.electricity.hot_water.energy_consumption.kwh,baseline.out.electricity.lighting_exterior.energy_consumption.kwh,baseline.out.electricity.lighting_garage.energy_consumption.kwh,baseline.out.electricity.lighting_interior.energy_consumption.kwh,baseline.out.electricity.mech_vent.energy_consumption.kwh,baseline.out.electricity.plug_loads.energy_consumption.kwh,baseline.out.electricity.pool_heater.energy_consumption.kwh,baseline.out.electricity.pool_pump.energy_consumption.kwh,baseline.out.electricity.range_oven.energy_consumption.kwh,baseline.out.electricity.refrigerator.energy_consumption.kwh,baseline.out.electricity.well_pump.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.ceiling_fan.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.clothes_dryer.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.clothes_washer.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.cooling_fans-pumps.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.cooling.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.dishwasher.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.freezer.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.heating_fans-pumps.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.heating_hp-bkup.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.heating.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.hot_tub-heater.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.hot_tub-pump.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.hot_water.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.lighting_exterior.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.lighting_garage.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.lighting_interior.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.mech_vent.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.plug_loads.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.pool_heater.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.pool_pump.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.range_oven.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.refrigerator.energy_consumption.kwh,whole_home_electrification_high_efficiency.out.electricity.well_pump.energy_consumption.kwh,savings.out.electricity.ceiling_fan.energy_consumption.kwh,savings.out.electricity.clothes_dryer.energy_consumption.kwh,savings.out.electricity.clothes_washer.energy_consumption.kwh,savings.out.electricity.cooling_fans-pumps.energy_consumption.kwh,savings.out.electricity.cooling.energy_consumption.kwh,savings.out.electricity.dishwasher.energy_consumption.kwh,savings.out.electricity.freezer.energy_consumption.kwh,savings.out.electricity.heating_fans-pumps.energy_consumption.kwh,savings.out.electricity.heating_hp-bkup.energy_consumption.kwh,savings.out.electricity.heating.energy_consumption.kwh,savings.out.electricity.hot_tub-heater.energy_consumption.kwh,savings.out.electricity.hot_tub-pump.energy_consumption.kwh,savings.out.electricity.hot_water.energy_consumption.kwh,savings.out.electricity.lighting_exterior.energy_consumption.kwh,savings.out.electricity.lighting_garage.energy_consumption.kwh,savings.out.electricity.lighting_interior.energy_consumption.kwh,savings.out.electricity.mech_vent.energy_consumption.kwh,savings.out.electricity.plug_loads.energy_consumption.kwh,savings.out.electricity.pool_heater.energy_consumption.kwh,savings.out.electricity.pool_pump.energy_consumption.kwh,savings.out.electricity.range_oven.energy_consumption.kwh,savings.out.electricity.refrigerator.energy_consumption.kwh,savings.out.electricity.well_pump.energy_consumption.kwh
2018-03-16,2016179.90661166,9543767.232450565,805307.40932584,1920999.6582946088,9040860.150491254,1668829.8937796722,1931430.6623228732,4494827.384091168,827883.7049525307,50283523.684450075,1645006.1391754115,2934480.658598804,12288113.30265021,2606415.4124065596,355392.15228871244,31175809.778812747,797754.8587769007,83639534.61281954,284648.2500381309,9011123.556556962,5312871.611079553,24706872.267302983,1702847.364019746,2016179.9066116668,9139129.022007339,808193.8531285616,270011.6724497868,4781073.214551322,1672914.6439643805,1931430.662322874,3150208.737174252,15070585.806375938,53172827.29656223,1645006.139175412,2934480.6585988007,28388163.903863985,2606415.4124065493,355392.1522887115,31175809.7788128,797754.8587768998,83639534.61281946,284648.2500381309,9011123.556556962,13741796.474416012,24706872.26730294,1702847.3640197448,-6.752088665962219e-9,404638.2104432266,-2886.443802721682,1650987.9858448221,4259786.935939932,-4084.750184708275,-6.984919309616089e-10,1344618.6469169157,-14242702.101423407,-2889303.612112157,-4.656612873077393e-10,3.259629011154175e-9,-16100050.601213776,1.0244548320770264e-8,9.313225746154785e-10,-5.21540641784668e-8,9.313225746154785e-10,7.450580596923828e-8,0,0,-8428924.863336459,4.0978193283081055e-8,1.1641532182693481e-9
2018-03-17,2029695.4176110707,10633379.550038494,907940.4502145997,2828258.0254463656,12476923.19227796,1488454.3958484905,1931430.6623228737,5039961.146145325,867352.5128131526,56870047.2796643,1645006.1391754113,2934480.6585988044,12335478.244966894,2606415.412406559,355392.1522887123,33881810.529050194,797754.8587769001,84999395.8912497,284648.25003813085,9011123.556556957,5035539.349590975,24706872.267302997,1702847.3640197462,2029695.417611075,10289925.425201304,911397.5968143195,429584.24229151045,7513722.177657138,1491397.014046165,1931430.6623228735,3709907.406037004,16087066.325665787,61429346.88851318,1645006.139175412,2934480.6585988,28467183.601998545,2606415.41240655,355392.1522887115,33881810.529050365,797754.8587768996,84999395.89124963,284648.2500381308,9011123.55655696,13074292.846232638,24706872.26730294,1702847.3640197448,-4.423782229423523e-9,343454.1248371899,-3457.1465997197665,2398673.783154855,4963201.014620823,-2942.6181976743974,2.3283064365386963e-10,1330053.740108321,-15219713.812852634,-4559299.608848877,-6.984919309616089e-10,4.190951585769653e-9,-16131705.35703165,9.313225746154785e-9,8.149072527885437e-10,-1.7136335372924805e-7,4.656612873077393e-10,7.450580596923828e-8,5.820766091346741e-11,-3.725290298461914e-9,-8038753.496641663,5.587935447692871e-8,1.3969838619232178e-9
2018-03-18,2042464.1965672348,10668563.849628907,906159.3344849776,3095443.544715595,14204757.992548786,1461764.7785775894,1931430.6623228732,5207019.6805075165,938102.4683390239,59176203.28711818,1645006.1391754113,2934480.658598805,12319168.784211604,2606415.41240656,355392.1522887124,34179828.28508707,797754.8587769005,85118488.51412176,284648.2500381308,9011123.556556962,5026751.688746062,24706872.267302983,1702847.364019746,2042464.1965672418,10330660.336127492,908727.3760059635,459809.2144792467,8234289.543672748,1464620.713872707,1931430.6623228744,4179735.275429803,18988227.3356032,67563835.36967377,1645006.139175412,2934480.6585988,28675937.82314541,2606415.41240655,355392.1522887115,34179828.28508723,797754.8587768998,85118488.51412164,284648.2500381308,9011123.556556959,13082718.521213517,24706872.267302938,1702847.3640197443,-6.984919309616089e-9,337903.51350141503,-2568.041520985891,2635634.3302363483,5970468.448876038,-2855.9352951175533,-1.1641532182693481e-9,1027284.4050777135,-18050124.867264178,-8387632.082555592,-6.984919309616089e-10,4.6566128730773926e-9,-16356769.038933804,1.0244548320770264e-8,8.731149137020111e-10,-1.564621925354004e-7,6.984919309616089e-10,1.1920928955078125e-7,0,3.725290298461914e-9,-8055966.8324674545,4.470348358154297e-8,1.6298145055770874e-9
2018-03-19,2028814.787117785,9426134.175323354,801316.3638430557,5962501.370034404,24654592.065437872,1640375.1414259882,1931430.662322874,3614613.3561440194,391271.3678856237,41316439.64288105,1645006.1391754118,2934480.658598805,12312995.654042125,2606415.412406561,355392.1522887125,31479158.049094807,797754.8587769002,83750894.53966902,284648.2500381308,9011123.556556959,5322218.836694875,24706872.26730299,1702847.3640197462,2028814.7871177918,9089732.842624897,803697.2380912032,1032249.0593627393,18799911.15110962,1645740.0382749864,1931430.6623228732,2800505.6951605943,7904361.583599539,46646017.80957617,1645006.1391754118,2934480.6585988,28302694.077681333,2606415.4124065493,355392.1522887115,31479158.049094927,797754.8587768999,83750894.53966889,284648.2500381309,9011123.55655696,13747530.863190433,24706872.26730294,1702847.3640197443,-6.752088665962219e-9,336401.33269845694,-2380.8742481474765,4930252.310671665,5854680.914328251,-5364.896848998265,6.984919309616089e-10,814107.6609834251,-7513090.2157139145,-5329578.166695118,0,4.6566128730773926e-9,-15989698.423639208,1.1641532182693481e-8,9.89530235528946e-10,-1.1920928955078125e-7,3.4924596548080444e-10,1.341104507446289e-7,-1.1641532182693481e-10,-1.862645149230957e-9,-8425312.026495557,4.842877388000488e-8,1.862645149230957e-9
2018-03-20,2015499.7605969086,9541604.276113877,804180.5315926069,4164074.2415266507,16414450.215188,1631972.9531533397,1931430.6623228742,2771265.4698016266,237864.18002099276,31247249.5655983,1645006.139175412,2934480.658598805,12109302.213192267,2606415.4124065577,355392.1522887124,31199872.27459548,797754.8587769005,83633931.21692294,284648.25003813085,9011123.556556966,5257780.268146752,24706872.267302983,1702847.364019746,2015499.7605969128,9222654.536157737,806673.2703686348,578525.8078884297,11120897.995483257,1635231.310191611,1931430.662322874,2023588.3892079857,4519049.202080402,34344168.17244311,1645006.1391754118,2934480.658598801,27980187.6752793,2606415.4124065484,355392.15228871163,31199872.274595637,797754.8587768999,83633931.21692286,284648.2500381309,9011123.556556964,13748668.636819247,24706872.267302945,1702847.3640197443,-4.190951585769653e-9,318949.7399561405,-2492.7387760279234,3585548.433638221,5293552.2197047435,-3258.3570382713806,2.3283064365386963e-10,747677.0805936409,-4281185.022059409,-3096918.606844805,2.3283064365386963e-10,3.725290298461914e-9,-15870885.462087033,9.313225746154785e-9,7.566995918750763e-10,-1.564621925354004e-7,5.820766091346741e-10,7.450580596923828e-8,-5.820766091346741e-11,1.862645149230957e-9,-8490888.368672494,3.725290298461914e-8,1.6298145055770874e-9
2018-03-21,2015114.530155663,9350414.965023277,798757.2811695413,3438694.2795020863,13518222.624635058,1593653.299079122,1931430.6623228732,2609716.3845030195,119429.66924165092,30288053.85408554,1645006.139175411,2934480.6585988044,12116841.930797588,2606415.41240656,355392.1522887123,31221999.659324624,797754.8587769002,83634558.57837687,284648.25003813085,9011123.55655696,5312344.249733827,24706872.26730299,1702847.364019746,2015114.5301556673,9119293.4073137,801907.4056451238,498921.12122711184,9486903.974766657,1597279.4531257253,1931430.6623228737,1832436.3662933388,2653566.3109079446,31304349.627412364,1645006.1391754118,2934480.6585988007,27588129.8658643,2606415.4124065493,355392.15228871163,31221999.659324683,797754.8587769,83634558.57837689,284648.2500381309,9011123.55655696,13716684.09856202,24706872.267302938,1702847.3640197446,-4.423782229423523e-9,231121.55770957656,-3150.124475582503,2939773.1582749747,4031318.649868401,-3626.1540466032457,-4.656612873077393e-10,777280.0182096807,-2534136.6416662936,-1016295.7733268254,-6.984919309616089e-10,3.725290298461914e-9,-15471287.935066711,1.0710209608078003e-8,6.984919309616089e-10,-5.960464477539063e-8,2.3283064365386963e-10,-1.4901161193847656e-8,-5.820766091346741e-11,0,-8404339.848828193,5.21540641784668e-8,1.3969838619232178e-9
2018-03-22,2015082.8109930388,9492660.881725233,811211.5319401814,2456776.7516239723,9458288.205289394,1644525.2669841342,1931430.6623228823,2229859.3146883547,230294.92243212537,22943003.7718594,1645006.1391754118,2934480.658598799,12058837.267519651,2606415.4124065503,355392.1522887117,31125894.954801306,797754.8587769017,83639119.84239438,284648.250038131,9011123.556556955,5330693.180009318,24706872.267302617,1702847.3640197439,2015082.8109930167,9215739.758696267,814620.2523373557,320654.5844167679,6195268.692237503,1649468.1294779489,1931430.6623228805,1606621.3518587041,4465492.727637283,26098993.87122434,1645006.1391754115,2934480.6585987983,26989756.578862756,2606415.4124065437,355392.15228871204,31125894.954801157,797754.8587769015,83639119.84239464,284648.2500381309,9011123.55655696,13742162.576507261,24706872.267302655,1702847.3640197422,2.2118911147117615e-8,276921.12302896567,-3408.7203971743584,2136122.1672072043,3263019.513051891,-4942.862493814668,1.862645149230957e-9,623237.9628296506,-4235197.805205157,-3155990.09936494,2.3283064365386963e-10,4.656612873077393e-10,-14930919.311343106,6.51925802230835e-9,-3.4924596548080444e-10,1.4901161193847656e-7,2.3283064365386963e-10,-2.5331974029541016e-7,1.1641532182693481e-10,-5.587935447692871e-9,-8411469.396497943,-3.725290298461914e-8,1.6298145055770874e-9
2018-03-23,2015771.4315932365,9535262.622759536,808883.4422528087,4987364.721167736,20335878.673454028,1606310.4556384273,1931430.6623228826,3555309.659982812,395075.9724886071,39936747.83450845,1645006.1391754118,2934480.658598801,12075298.786550928,2606415.4124065493,355392.1522887116,31240469.897237767,797754.8587769016,83659892.01984544,284648.25003813097,9011123.556556953,5219068.119700902,24706872.267302614,1702847.364019744,2015771.431593217,9181937.300795488,811690.4670833561,827795.0850019256,14631028.67193231,1610348.2324066663,1931430.6623228807,2543139.314850475,6842982.46848865,42654120.26775872,1645006.1391754113,2934480.658598799,27320783.08734069,2606415.412406544,355392.15228871204,31240469.897237632,797754.8587769014,83659892.0198456,284648.2500381309,9011123.55655696,13667106.07878902,24706872.267302666,1702847.3640197418,1.955777406692505e-8,353325.32196404785,-2807.0248305473942,4159569.6361658103,5704850.001521718,-4037.776768238982,1.862645149230957e-9,1012170.345132337,-6447906.496000043,-2717372.433250271,4.656612873077393e-10,2.3283064365386963e-9,-15245484.300789762,5.122274160385132e-9,-4.656612873077393e-10,1.341104507446289e-7,2.3283064365386963e-10,-1.6391277313232422e-7,5.820766091346741e-11,-7.450580596923828e-9,-8448037.959088117,-5.21540641784668e-8,2.3283064365386963e-9
2018-03-24,2029826.16835799,10618504.715533622,903971.1965229614,4124239.3315747874,16735193.903817138,1486351.245871941,1931430.6623228826,3548827.8127720975,592427.275722098,38265762.24832248,1645006.1391754118,2934480.658598801,12122733.946861288,2606415.4124065493,355392.1522887116,33914940.83125981,797754.8587769016,85016005.35232966,284648.25003813097,9011123.556556953,5076059.732439872,24706872.267302614,1702847.364019744,2029826.1683579702,10196541.788998734,906656.1873230939,635410.6152325041,11282184.852895074,1490747.1344080053,1931430.6623228805,2503290.6034308802,9488636.18003168,41915058.20859795,1645006.1391754115,2934480.6585987993,27481706.990364406,2606415.412406544,355392.15228871204,33914940.83125976,797754.8587769013,85016005.35232976,284648.25003813097,9011123.556556957,13129487.57910787,24706872.267302655,1702847.3640197427,1.979060471057892e-8,421962.9265348874,-2684.9908001325093,3488828.7163422834,5453009.050922064,-4395.888536064187,2.0954757928848267e-9,1045537.2093412173,-8896208.904309582,-3649295.960275471,2.3283064365386963e-10,1.862645149230957e-9,-15358973.043503119,5.122274160385132e-9,-4.656612873077393e-10,5.21540641784668e-8,3.4924596548080444e-10,-1.043081283569336e-7,0,-3.725290298461914e-9,-8053427.846667998,-4.0978193283081055e-8,1.3969838619232178e-9
2018-03-25,2043223.2772921792,10593646.57724298,914311.6435524925,3588409.9379466777,14968594.412670176,1488599.4323251138,1931430.6623228826,4089609.027741477,677682.8159584347,45456558.894794516,1645006.1391754118,2934480.6585988,12100818.668899337,2606415.412406549,355392.1522887117,34219151.81434027,797754.8587769013,85121192.14900972,284648.2500381311,9011123.556556955,5082262.644723914,24706872.267302614,1702847.3640197446,2043223.2772921612,10332665.907305917,917373.3902084285,560987.2901125413,10001050.051943028,1491780.3074393126,1931430.6623228802,2997943.1970346277,11460702.963827575,50066432.892534174,1645006.139175411,2934480.6585987983,27906055.875898685,2606415.412406544,355392.15228871215,34219151.81434023,797754.8587769013,85121192.14900985,284648.2500381309,9011123.556556957,13127359.247505998,24706872.267302647,1702847.3640197422,1.792795956134796e-8,260980.669937063,-3061.7466559360037,3027422.647834136,4967544.360727148,-3180.875114198774,2.3283064365386963e-9,1091665.8307068492,-10783020.14786914,-4609873.997739658,6.984919309616089e-10,1.862645149230957e-9,-15805237.206999348,4.6566128730773926e-9,-4.656612873077393e-10,4.470348358154297e-8,0,-1.341104507446289e-7,1.7462298274040222e-10,-1.862645149230957e-9,-8045096.602782085,-3.3527612686157227e-8,2.3283064365386963e-9
2018-03-26,2027355.7056351376,9364243.309291149,795839.360335165,4243877.7177494075,17955747.525384482,1659051.4328306816,1931430.6623228826,3596140.93905205,431781.09696995997,40992241.955355085,1645006.1391754118,2934480.6585988,12055550.339021882,2606415.412406549,355392.1522887117,31442783.191315085,797754.8587769013,83742814.86990498,284648.2500381311,9011123.556556955,5343929.029689037,24706872.267302614,1702847.3640197446,2027355.7056351167,9149573.827503351,798516.1186808653,716203.1966422561,13148927.551726775,1663450.2269388977,1931430.6623228802,2674561.2488904935,8606195.515291445,45259648.027872615,1645006.1391754118,2934480.6585987983,28026775.1349141,2606415.4124065437,355392.1522887121,31442783.191314977,797754.8587769014,83742814.86990519,284648.25003813085,9011123.556556962,13693333.225825617,24706872.267302655,1702847.3640197425,2.0954757928848267e-8,214669.48178779706,-2676.7583457002183,3527674.521107151,4806819.973657707,-4398.794108216185,2.3283064365386963e-9,921579.6901615565,-8174414.418321485,-4267406.072517529,0,1.862645149230957e-9,-15971224.795892218,5.122274160385132e-9,-4.0745362639427185e-10,1.0803341865539551e-7,-1.1641532182693481e-10,-2.086162567138672e-7,2.3283064365386963e-10,-7.450580596923828e-9,-8349404.19613658,-4.0978193283081055e-8,2.0954757928848267e-9
2018-03-27,2015493.465190626,9418902.206235211,803282.2255353889,8155350.233034393,33129059.59309019,1588032.711880683,1931430.6623228828,2257389.852966472,131597.72115524724,25898268.472328678,1645006.139175412,2934480.6585988016,11958563.066956874,2606415.412406549,355392.15228871175,31215292.63027233,797754.8587769016,83633626.85823984,284648.250038131,9011123.556556955,5272389.00066864,24706872.267302606,1702847.364019744,2015493.4651906039,9156981.82583774,805289.7337619105,1567485.4741405686,28768522.184884287,1591990.3432837098,1931430.6623228798,1681547.3409610935,2499546.773712125,29049195.854348578,1645006.139175411,2934480.658598798,27532190.82225593,2606415.412406544,355392.15228871204,31215292.630272217,797754.8587769014,83633626.85823996,284648.2500381309,9011123.556556959,13640279.415364912,24706872.26730266,1702847.3640197425,2.2118911147117615e-8,261920.38039747067,-2007.508226521546,6587864.758893824,4360537.408205904,-3957.6314030268695,3.026798367500305e-9,575842.5120053785,-2367949.052556878,-3150927.3820199,9.313225746154785e-10,3.725290298461914e-9,-15573627.755299058,4.6566128730773926e-9,-2.9103830456733704e-10,1.1175870895385742e-7,2.3283064365386963e-10,-1.1920928955078125e-7,1.1641532182693481e-10,-3.725290298461914e-9,-8367890.4146962715,-5.21540641784668e-8,1.6298145055770874e-9
2018-03-28,2015188.3801145894,9544078.12867091,808680.0522021184,9806107.710155133,38986759.154755525,1638404.679244415,1931430.6623228823,1413620.4165309393,88803.00170380363,15871947.932980387,1645006.1391754118,2934480.6585988007,11902657.437428283,2606415.41240655,355392.15228871175,31172233.988017052,797754.8587769016,83636276.74004312,284648.250038131,9011123.556556951,5277794.817658786,24706872.267302614,1702847.364019744,2015188.3801145686,9169091.766308282,811170.6117990307,1900660.8953564232,34999761.37611022,1643113.158917909,1931430.6623228805,1138717.6976240834,1858397.1692160072,19662594.167342316,1645006.1391754113,2934480.658598799,27037074.063500796,2606415.412406544,355392.1522887121,31172233.988016933,797754.8587769017,83636276.74004315,284648.25003813097,9011123.556556962,13667287.192786545,24706872.26730265,1702847.3640197422,2.0721927285194397e-8,374986.3623626288,-2490.559596912237,7905446.81479871,3986997.778645307,-4708.479673494119,1.862645149230957e-9,274902.7189068559,-1769594.1675122036,-3790646.23436193,4.656612873077393e-10,1.862645149230957e-9,-15134416.626072513,5.587935447692871e-9,-3.4924596548080444e-10,1.1920928955078125e-7,-1.1641532182693481e-10,-2.9802322387695312e-8,5.820766091346741e-11,-1.1175870895385742e-8,-8389492.375127759,-3.725290298461914e-8,1.862645149230957e-9
2018-03-29,2016340.1973421308,9397726.396386143,800539.6075542276,11037581.924658842,43775364.58085033,1618072.6959746922,1931430.6623228826,1056889.037610875,71017.51029493455,11421338.514433432,1645006.1391754118,2934480.6585988,11793538.433101593,2606415.41240655,355392.1522887115,31249317.12231176,797754.8587769017,83663720.8375495,284648.25003813097,9011123.556556955,5312872.579603601,24706872.267302617,1702847.364019744,2016340.1973421115,9193146.998160714,803183.436082196,2233962.466829968,40618536.70817983,1622333.2332746417,1931430.6623228805,874837.0245475917,1506033.1073724905,15204669.97090092,1645006.1391754106,2934480.6585987983,26593996.10200099,2606415.4124065447,355392.15228871204,31249317.12231169,797754.8587769016,83663720.83754967,284648.2500381309,9011123.55655696,13716723.323786074,24706872.267302655,1702847.364019742,1.932494342327118e-8,204579.39822542854,-2643.828527968377,8803619.457828874,3156827.8726705015,-4260.537299949443,2.0954757928848267e-9,182052.0130632833,-1435015.597077556,-3783331.456467487,1.1641532182693481e-9,1.862645149230957e-9,-14800457.668899396,5.122274160385132e-9,-5.238689482212067e-10,7.078051567077637e-8,1.1641532182693481e-10,-1.7881393432617188e-7,5.820766091346741e-11,-5.587935447692871e-9,-8403850.744182473,-3.725290298461914e-8,2.0954757928848267e-9
2018-03-30,2016196.1293895564,9485613.174337782,807742.278789825,12097843.363014985,48107043.362172715,1631873.4373071082,1931430.6623228826,925777.5155291858,77022.84367259635,9775718.815271772,1645006.139175412,2934480.6585987997,11785558.763446152,2606415.4124065503,355392.15228871163,31189091.875516146,797754.8587769018,83649268.03740008,284648.25003813097,9011123.556556953,5295742.536846186,24706872.267302617,1702847.3640197443,2016196.129389539,9200219.160780456,809880.53776322,2327190.170660359,42502906.54473793,1635943.901762067,1931430.66232288,774507.8602449307,1527642.8159963738,13387852.265583467,1645006.1391754115,2934480.658598799,26264573.95361338,2606415.412406545,355392.15228871215,31189091.875516072,797754.8587769015,83649268.03740011,284648.25003813097,9011123.556556957,13803745.451891273,24706872.26730266,1702847.3640197418,1.7462298274040222e-8,285394.01355732605,-2138.2589733949862,9770653.192354627,5604136.817434788,-4070.464454958914,2.561137080192566e-9,151269.65528425504,-1450619.9723237774,-3612133.4503116943,4.656612873077393e-10,9.313225746154785e-10,-14479015.19016723,5.122274160385132e-9,-5.238689482212067e-10,7.450580596923828e-8,3.4924596548080444e-10,-2.9802322387695312e-8,0,-3.725290298461914e-9,-8508002.915045086,-4.0978193283081055e-8,2.561137080192566e-9
2018-03-31,2029794.4491953237,10629300.853129104,909091.5410491058,10881938.899022687,42434357.560118824,1429483.8719607887,1931430.662322883,1016809.575336156,74408.55512818,10363964.004142042,1645006.1391754118,2934480.658598801,11826304.570267903,2606415.4124065503,355392.1522887115,33916550.03397043,797754.8587769014,85026291.8041433,284648.25003813114,9011123.556556955,5063599.186262899,24706872.267302617,1702847.3640197439,2029794.4491953035,10227133.589670751,911770.4785739196,1764046.9460104867,33253385.63567046,1432838.5971421255,1931430.66232288,813079.3305723884,1420580.230360781,14150881.663039029,1645006.139175411,2934480.658598799,26066071.31741439,2606415.4124065437,355392.152288712,33916550.033970356,797754.8587769012,85026291.80414332,284648.2500381309,9011123.556556959,13158813.760976352,24706872.267302655,1702847.364019742,2.0256265997886658e-8,402167.26345835254,-2678.9375248138094,9117891.9530122,9180971.924448363,-3354.7251813367475,3.026798367500305e-9,203730.24476376758,-1346171.6752326011,-3786917.6588969864,6.984919309616089e-10,2.3283064365386963e-9,-14239766.74714649,6.51925802230835e-9,-4.656612873077393e-10,7.450580596923828e-8,2.3283064365386963e-10,-2.9802322387695312e-8,2.3283064365386963e-10,-3.725290298461914e-9,-8095214.574713453,-3.725290298461914e-8,1.862645149230957e-9
2018-04-01,2038808.0182751042,10261799.244631898,954898.6124298889,9300544.693117926,35992374.07295205,1455078.5727921377,1931430.6623228826,1206935.204887833,61231.54328454909,12566728.132113215,1645006.1391754118,2917459.816928127,11799820.522226803,2595515.6427375944,355392.15228871163,30358119.54736571,797754.8587769016,84950538.21123952,283825.0045948583,8984369.048174655,4841611.052484407,24706872.267302606,1698391.1848615094,2038808.018275083,9901219.677526545,958157.2115991724,1518644.9854323294,28712002.02684534,1458426.5183051184,1931430.6623228805,907964.4211848903,1145586.7123241392,16111310.41970818,1645006.1391754113,2917459.816928128,26227967.61858527,2595515.6427375874,355392.1522887121,30358119.54736555,797754.8587769017,84950538.21123964,283825.00459485827,8984369.04817466,12754419.618593957,24706872.26730265,1698391.184861508,2.1187588572502136e-8,360579.5671053529,-3258.599169283523,7781899.707685596,7280372.046106707,-3347.9455129806884,2.0954757928848267e-9,298970.78370294266,-1084355.16903959,-3544582.2875949647,4.656612873077393e-10,-9.313225746154785e-10,-14428147.096358467,6.984919309616089e-9,-4.656612873077393e-10,1.601874828338623e-7,-1.1641532182693481e-10,-1.1920928955078125e-7,5.820766091346741e-11,-5.587935447692871e-9,-7912808.56610955,-4.470348358154297e-8,1.3969838619232178e-9
2018-04-02,2024208.486731712,8896405.75682294,845724.4022323015,6510781.382467954,24982084.671785627,1559330.0173699667,1931430.6623228828,1126795.1665573902,9321.801858987274,11816187.610163119,1645006.1391754118,2916069.0163910217,11725091.143506762,2594582.95407657,355392.1522887115,28268517.76950324,797754.8587769016,83578548.59038182,283825.0045948583,8984210.210230306,5041808.847903519,24706872.267302617,1697774.23504108,2024208.4867316913,8601549.505419232,848365.5673191308,1051427.772618848,19859058.06041414,1563947.4557826766,1931430.6623228802,834541.581409527,351998.68614531076,15005675.80874607,1645006.1391754113,2916069.0163910226,26237196.44213538,2594582.954076563,355392.152288712,28268517.76950316,797754.8587769015,83578548.59038188,283825.0045948583,8984210.210230308,13213250.38165074,24706872.26730265,1697774.235041078,2.0721927285194397e-8,294856.251403708,-2641.16508682922,5459353.6098491065,5123026.611371487,-4617.43841270986,2.561137080192566e-9,292253.58514786325,-342676.8842863235,-3189488.198582951,4.656612873077393e-10,-9.313225746154785e-10,-14512105.298628617,6.984919309616089e-9,-4.656612873077393e-10,7.82310962677002e-8,1.1641532182693481e-10,-5.960464477539063e-8,0,-1.862645149230957e-9,-8171441.533747221,-3.3527612686157227e-8,2.0954757928848267e-9
2018-04-03,2011952.299129491,9011714.114096953,862319.3354515907,9166096.121418828,35631899.10644431,1566817.1925455192,1931430.6623228823,1342010.4116478635,73151.6530411127,13870654.483162243,1645006.1391754118,2916069.0163910235,11761539.36698361,2594582.954076568,355392.1522887116,28015584.808036108,797754.8587769014,83495229.85611612,283825.0045948583,8984210.210230308,5121051.064438776,24706872.267302614,1697774.2350410803,2011952.2991294712,8766043.145963607,865287.8616676269,1547314.750125315,28476890.876439083,1571753.7596330028,1931430.6623228802,996787.2776317298,1761745.9749966734,17435542.119615525,1645006.1391754113,2916069.0163910226,26135139.430925895,2594582.954076563,355392.152288712,28015584.808036096,797754.8587769015,83495229.85611632,283825.0045948583,8984210.210230308,13319611.029480442,24706872.26730265,1697774.235041078,1.979060471057892e-8,245670.96813334525,-2968.5262160361744,7618781.371293513,7155008.230005223,-4936.567087483592,2.0954757928848267e-9,345223.1340161336,-1688594.3219555607,-3564887.636453282,4.656612873077393e-10,9.313225746154785e-10,-14373600.063942285,5.122274160385132e-9,-4.0745362639427185e-10,1.1175870895385742e-8,-1.1641532182693481e-10,-2.086162567138672e-7,0,0,-8198559.965041666,-3.725290298461914e-8,2.3283064365386963e-9
